,prop_id,address,comuna,loc_address,loc_latitude,loc_longitude,state,closest_equip_cult_dist
15,16,"Cerrillos, Fernandez Albano",Cerrillos,"Avenida Fernández Albano, Barrio Portal Oeste, Cerrillos, Provincia de Santiago, Región Metropolitana de Santiago, 9222145, Chile",-33.5089753,-70.7071506,True,2.039299566765028
16,17,"Cerrillos, Ongolmo",Cerrillos,"Ongolmo, Cerrillos, Provincia de Santiago, Región Metropolitana de Santiago, 9222145, Chile",-33.499241,-70.7224941,True,3.328372386711039
17,18,"Cerrillos, Los Jazmines 274",Cerrillos,"Los Jazmines, Barrio Apóstoles, Cerrillos, Provincia de Santiago, Región Metropolitana de Santiago, 9222145, Chile",-33.5084486,-70.7288091,True,2.545678119237662
18,19,"Cerrillos, General José Bernales Ramírez",Cerrillos,"General José Bernales Ramírez, Barrio Portal Oeste, Cerrillos, Provincia de Santiago, Región Metropolitana de Santiago, 8470572, Chile",-33.5067825,-70.7052746,True,2.070807335127514
19,20,"Cerrillos, Cerrillos",Cerrillos,"Cerrillos, Corredor Transantiago Pedro Aguirre Cerda, Cerrillos, Provincia de Santiago, Región Metropolitana de Santiago, 9210007, Chile",-33.4834216,-70.6955488,True,2.056393603590415
20,21,,Cerrillos,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia",46.3144754,11.0480288,True,927.9428095309612
21,22,"Cerrillos, Julio Verne",Cerrillos,"Julio Verne, Barrio Apóstoles, Cerrillos, Provincia de Santiago, Región Metropolitana de Santiago, 9222145, Chile",-33.5011936,-70.7186204,True,3.4104206624541336
22,23,,Cerrillos,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia",46.3144754,11.0480288,True,927.9428095309612
23,24,"Cerrillos, El Universo",Cerrillos,"El Universo, Barrio Apóstoles, Cerrillos, Provincia de Santiago, Región Metropolitana de Santiago, 9222145, Chile",-33.5030503,-70.7311847,True,2.4283917901798553
24,25,"Cerrillos, Cerrillos",Cerrillos,"Cerrillos, Corredor Transantiago Pedro Aguirre Cerda, Cerrillos, Provincia de Santiago, Región Metropolitana de Santiago, 9210007, Chile",-33.4834216,-70.6955488,True,2.056393603590415
25,26,"Cerrillos, Ing juan cerón reyes",Cerrillos,"Cerrillos, Curacaví, Provincia de Melipilla, Región Metropolitana de Santiago, Chile",-33.4544314,-71.0283709,False,0.0
26,27,"Cerrillos, Padre tomas Roggia 2641",Cerrillos,"Padre Tomás Roggia, Barrio Portal Oeste, Cerrillos, Provincia de Santiago, Región Metropolitana de Santiago, 9222145, Chile",-33.5085735,-70.7068068,True,2.0418276775622513
27,28,"Cerrillos, Casa 2 Pisos en Condominio Altos de Don Orione",Cerrillos,"Cerrillos, Curacaví, Provincia de Melipilla, Región Metropolitana de Santiago, Chile",-33.4544314,-71.0283709,False,0.0
28,29,"Cerrillos, Caupolicán 7195",Cerrillos,"7195, Caupolicán, Cerrillos, Provincia de Santiago, Región Metropolitana de Santiago, 9222145, Chile",-33.49688777777778,-70.72416795555556,True,3.2844292412463543
29,30,"Cerrillos, Catorce de Octubre",Cerrillos,"Cerrillos, Curacaví, Provincia de Melipilla, Región Metropolitana de Santiago, Chile",-33.4544314,-71.0283709,False,0.0
30,31,"Cerro Navia, Huelen 1581",Cerro Navia,"Huelén, Cerro Navia, Provincia de Santiago, Región Metropolitana de Santiago, 000000, Chile",-33.4219268,-70.7404921,True,0.6415942746596924
31,32,"Cerro Navia, Presidente Prieto",Cerro Navia,"Presidente Prieto, Cerro Navia, Provincia de Santiago, Región Metropolitana de Santiago, 9010290, Chile",-33.4280544,-70.7266756,True,1.8272587809481986
32,33,"Cerro Navia, Doctor Avendaño",Cerro Navia,"Doctor Avendaño, Cerro Navia, Provincia de Santiago, Región Metropolitana de Santiago, 9100277, Chile",-33.4164837,-70.7363033,True,1.3375616561978354
33,34,"Colina, Caletera San Martin/Carretera San Martin",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
34,35,"Colina, General San Martin",Colina,"General San Martin, Carretera San Martín, Lo Arcaya - Casas Viejas, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2356263,-70.6944878,True,14.059051475297043
35,36,"Colina, Av. Chicureo/Alba 2",Colina,"El Alba 2, El Alba Dos, Chicureo, Los Ingleses, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2933356,-70.6754017,True,8.578805801006151
36,37,"Colina, Av Chamisero Portezuelo III calle el tranque Oriente colina",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
37,38,"Colina, Las Brisas de Chicureo",Colina,"Las Brisas de Chicureo, Las Brisas, San Jaime, Lo Arcaya - Casas Viejas, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2386811,-70.6953615,True,13.712405010446616
38,39,,Colina,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia",46.3144754,11.0480288,True,927.9428095309612
39,40,"Colina, Haya Austral 772",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
40,41,"Colina, Altos de la Reserva",Colina,"Altos de La Reserva, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, 8710022, Chile",-33.3203034,-70.6938838,True,6.092427177159718
41,42,"Colina, Avda Chicureo/Caletera General San Martin",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
42,43,"Colina, Cerro Santa Isabel",Colina,"Cerro Santa Isabel, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2415628,-70.6708434,True,14.013704272577678
43,44,"Colina, Camino Guay Guay/Av. Chicureo",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
44,45,"Colina, Camino santa Elena",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
45,46,"Colina, El Algarrobo/Avenida Chicureo",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
46,47,"Colina, Las campiñas",Colina,"Las Campiñas, Lo Arcaya - Casas Viejas, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2541491,-70.6796327,True,12.73247676949582
47,48,"Colina, Chicureo",Colina,"Chicureo, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2807926,-70.6367356,True,9.437102843490546
48,49,"Colina, Camino San Alselmo/Guay Guay",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
49,50,"Colina, Condominio El Cobijo",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
50,51,"Colina, Av. El Valle / El Algarrobo",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
51,52,"Colina, Lo arcaya",Colina,"Lo Arcaya, Brisas de Chicureo, San Jaime, Lo Arcaya - Casas Viejas, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2427989,-70.6873462,True,13.557167367789715
52,53,"Colina, Santa María De Chamisero I/Santa María de Chamisero",Colina,"Avenida Chamisero, Santa María de Chicureo, Chamisero, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, 8600651, Chile",-33.3231975,-70.6318358,True,4.82804543552052
53,54,"Colina, Peaje Lo Pinto Colina",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
54,55,"Colina, Condominio Club de Golf, Las Brisas de Chicureo",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
55,56,"Colina, Hacienda Chacabuco km 20",Colina,"Hacienda Chacabuco, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.0263406,-70.6665629,True,37.195127511915494
56,57,"Colina, Novelista Januario Espinoza",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
57,58,"Colina, Altos de la Reserva",Colina,"Altos de La Reserva, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, 8710022, Chile",-33.3203034,-70.6938838,True,6.092427177159718
58,59,"Colina, Chicureo, Parcela de Agrado en Condominio Santa Luisa de Los Ingleses.",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
59,60,"Colina, Los Ingleses/Chicureo",Colina,"Chicureo, Los Ingleses, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2861506,-70.676988,True,9.377739858717346
60,61,"Colina, Patriota Javiera Carrera",Colina,"Pasaje Patriota Javiera Carrera, Villa Cordillera, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.1899493,-70.6759346,True,19.412049870578983
61,62,"Colina, Chicureo, Excelente Parcela de Agrado en Casas del Alba",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
62,63,"Colina, Las Nieves.",Colina,"Las Nieves, Villa Cordillera, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.1927815,-70.6741191,True,19.172662541475585
63,64,"Colina, Chicureo",Colina,"Chicureo, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2807926,-70.6367356,True,9.437102843490546
64,65,"Colina, Camino Monasterio/Camino Monasterio",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
65,66,"Colina, El Valle / Rotonda Piedra Roja/Guay Guay / Copec",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
66,67,"Colina, San José/Santa Cecilia",Colina,"Motel La Colina, Paseo Cuatricentenario, Los  Nísperos, Parroquia Urbana San José, Municipio Valencia, Carabobo, 2001, Venezuela",10.187698,-68.03773482304678,True,986.4304208700154
67,68,"Colina, Chicureo, Parcela de Agrado en Condominio San José.",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
68,69,"Colina, Santa Elena/Chicureo Norte",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
69,70,"Colina, Reina sur",Colina,"Reina Sur, San Miguel, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.1982125,-70.6999601,True,17.90342476779284
70,71,"Colina, Domingo Campos Lagos",Colina,"Domingo Campos Lagos, Población Claudio Arrau II, Esmeralda, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.1905615,-70.6661082,True,19.54654723319149
71,72,"Colina, San Vicente de Lo Arcaya/General San Martín - Colina",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
72,73,"Colina, Colina",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.733,-48.59988888888888,True,1811.5594887196887
73,74,"Colina, Camino san josé",Colina,"Camino San José, Los Ciruelos, San Jaime, Lo Arcaya - Casas Viejas, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2385965,-70.7021659,True,13.52370280198493
74,75,"Colina, Colina",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.733,-48.59988888888888,True,1811.5594887196887
75,76,"Colina, Santa Elena/San Miguel",Colina,"San Miguel de Liray, Alimex, Las Cañas, San Miguel, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2144279,-70.7180498,True,15.811769747609867
76,77,"Colina, Colina",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.733,-48.59988888888888,True,1811.5594887196887
77,78,"Colina, Condominio Polo Mahuida Country Club",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,1816.8198646604321
78,79,"Conchalí, Av. Jose Maria Caro 1372",Conchalí,"Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3843238,-70.67473455935627,False,0.0
79,80,"Conchalí, Cardenal Caro metro station",Conchalí,"Cardenal Caro, Avenida Independencia, Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, 8710022, Chile",-33.3732571,-70.6863154,True,1.6333476079219085
80,81,"Conchalí, Niterói",Conchalí,"Niteroi, Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, 8380741, Chile",-33.3967964,-70.6641486,True,1.6981508148982398
81,82,,Conchalí,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia",46.3144754,11.0480288,True,927.9428095309612
82,83,"Conchalí, Porto Alegre 1415",Conchalí,"Porto Alegre, Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, 8380741, Chile",-33.3958461,-70.6628175,True,1.6918980087787732
83,84,"Conchalí, Tokio",Conchalí,"Tokio, Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, 8710022, Chile",-33.3768213,-70.6809845,True,1.0151935197837507
84,85,,Conchalí,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia",46.3144754,11.0480288,True,927.9428095309612
85,86,"Conchalí, Eibar 1542",Conchalí,"Eibar, Villa Don Pedro, Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, 8380741, Chile",-33.3902578,-70.6718562,True,0.7105500509755442
86,87,"Conchalí, Casa en Carlos Salas Herrera",Conchalí,"Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3843238,-70.67473455935627,False,0.0
87,88,"Conchalí, Calle g/pasaje iloca",Conchalí,"Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3843238,-70.67473455935627,False,0.0
88,89,"Conchalí, Campanario/Pucón",Conchalí,"Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3843238,-70.67473455935627,False,0.0
89,90,"Conchalí, Maipo",Conchalí,"Maipo, Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, 8380741, Chile",-33.3986859,-70.6619345,True,1.9888767516045875
90,91,"Conchalí, Alemania",Conchalí,"Pasaje Alemania, Villa Don Pedro, Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, 8380741, Chile",-33.3938978,-70.6806551,True,1.1962428432645709
91,92,"Conchalí, Av. Independencia/quilicura/metro vivaceta",Conchalí,"Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3843238,-70.67473455935627,False,0.0
92,93,"Conchalí, Casa esquina en Avenida / 180 m2 / 4 dormitorios / 2 baños",Conchalí,"Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3843238,-70.67473455935627,False,0.0
93,94,"Conchalí, Avenida Cardenal José María Caro",Conchalí,"Avenida Diagonal Cardenal José María Caro, Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, 8710022, Chile",-33.3741939,-70.6935119,True,2.0773065327697626
94,95,"Conchalí, Pasaje Maipo 1484",Conchalí,"Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3843238,-70.67473455935627,False,0.0
95,96,,Conchalí,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia",46.3144754,11.0480288,True,927.9428095309612
96,97,,Conchalí,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia",46.3144754,11.0480288,True,927.9428095309612
97,98,"Conchalí, Conchalí, Región Metropolitana",Conchalí,"Conchalí, Avenida Independencia, Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, 8380741, Chile",-33.3978786,-70.6695852,True,1.5778737419308637
98,99,"Conchalí, Casa de 2 pisos en Vivaceta",Conchalí,"Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3843238,-70.67473455935627,False,0.0
99,100,"El Bosque, Eleutrio Ramirez/Alejandro Guzman",El Bosque,"El Bosque, Chiapas, México",17.0247264,-92.74723009318356,False,0.0
100,101,"El Bosque, las casitas/los patos",El Bosque,"El Bosque, Chiapas, México",17.0247264,-92.74723009318356,False,0.0
101,102,"El Bosque, Gran Avenida/America",El Bosque,"El Bosque, Chiapas, México",17.0247264,-92.74723009318356,False,0.0
102,103,"El Bosque, Casa de 1 Piso en Conjunto Héroes del Morro",El Bosque,"El Bosque, Chiapas, México",17.0247264,-92.74723009318356,False,0.0
103,104,"El Bosque, Casa 220 m2, amplios espacios",El Bosque,"El Bosque, Chiapas, México",17.0247264,-92.74723009318356,False,0.0
104,105,"El Bosque, Eleuterio Ramírez",El Bosque,"Eleuterio Ramírez, Dieciocho de Septiembre, Pitrufquén, Provincia de Cautín, Región de la Araucanía, Chile",-38.9868341,-72.6428113,True,624.8645492042535
105,106,"El Bosque, Casa en Lo Espejo",El Bosque,"El Bosque, Chiapas, México",17.0247264,-92.74723009318356,False,0.0
106,107,"El Bosque, Casa de 1 Piso en Villa Santa María",El Bosque,"El Bosque, Chiapas, México",17.0247264,-92.74723009318356,False,0.0
107,108,"El Bosque, Pasaje Los Tilos 11966",El Bosque,"Pasaje Los Tilos, El Bosque, Provincia de Santiago, Región Metropolitana de Santiago, 8010000, Chile",-33.5661904,-70.6647223,True,3.7579841488169383
108,109,"El Bosque, Humberto Allende",El Bosque,"Humberto Allende, El Bosque, Provincia de Santiago, Región Metropolitana de Santiago, 8012117, Chile",-33.5651802,-70.6836325,True,4.34723235843551
109,110,"El Bosque, Gran Avenida, El Observatorio",El Bosque,"El Bosque, Chiapas, México",17.0247264,-92.74723009318356,False,0.0
110,111,"El Bosque, Gral.Korner/j.M.Carrera/victor plaza mayorga",El Bosque,"El Bosque, Chiapas, México",17.0247264,-92.74723009318356,False,0.0
111,112,"El Bosque, Los Boldos 12360,",El Bosque,"Los Boldos, El Bosque, Provincia de Santiago, Región Metropolitana de Santiago, 8012117, Chile",-33.5613002,-70.6699918,True,3.566736125062208
112,113,"El Bosque, Calle nuevo Horizonte 684",El Bosque,"El Bosque, Chiapas, México",17.0247264,-92.74723009318356,False,0.0
113,114,"El Bosque, Mauricio Rugendas 12971",El Bosque,"El Bosque, Chiapas, México",17.0247264,-92.74723009318356,False,0.0
114,115,"El Bosque, Av. Central 87",El Bosque,"Avenida 25 de Junio, Simon Bolivar, Machala, El Oro, 070205, Ecuador",-3.2674284,-79.9498493,True,562.9824599709973
115,116,"El Bosque, Lo moreno",El Bosque,"Lo Moreno, El Bosque, Provincia de Santiago, Región Metropolitana de Santiago, 8012117, Chile",-33.575399,-70.687197,True,5.398782428064346
116,117,,El Bosque,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia",46.3144754,11.0480288,True,927.9428095309612
117,118,"El Monte, Casa de 1 Piso en Villa Eden. El Monte",El Monte,"El Monte, Los Angeles County, California, 91731, United States",34.0751571,-118.036849,False,518.5641545258903
118,120,"El Monte, Los Libertadores",El Monte,"Los Libertadores, Fundo Monte Verde, El Monte, Provincia de Talagante, Región Metropolitana de Santiago, Chile",-33.682519,-71.0013878,True,25.42200247541103
119,121,"Estación Central, Av las torres/av santa corina",Estación Central,"Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4629494,-70.70490935867974,False,0.0
120,122,"Estación Central, Paraguay/Francisco Zelada",Estación Central,"Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4629494,-70.70490935867974,False,0.0
121,123,"Estación Central, Los Duraznos 256",Estación Central,"256, Los Duraznos, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9190847, Chile",-33.46362785,-70.710901703125,True,0.5621182254478537
122,124,"Estación Central, El chucao",Estación Central,"Pasaje El Chucao, Condominio Arcadia, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9190847, Chile",-33.4611332,-70.7215975,True,1.5313265839431949
123,125,"Estación Central, Recreo",Estación Central,"Recreo, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9160002, Chile",-33.4582615,-70.6956079,True,1.0089909801693457
124,126,"Estación Central, Av. Las Rejas Sur 300",Estación Central,"300, Avenida Las Rejas Sur, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9190847, Chile",-33.459639333088234,-70.70525467426471,True,0.3685292670038418
125,127,"Estación Central, Pajaritos/alameda/ruta 68/metro las rejas",Estación Central,"Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4629494,-70.70490935867974,False,0.0
126,128,"Estación Central, El Altarcillo",Estación Central,"El Altarcillo, Condominio Arcadia, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9190847, Chile",-33.4686716,-70.7192404,True,1.4756547075098359
127,129,"Estación Central, Pingüinos",Estación Central,"Los Pingüinos, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9210007, Chile",-33.4713198,-70.6934981,True,1.4096515201044564
128,130,"Estación Central, Francisco Collao",Estación Central,"Francisco Collao, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9160000, Chile",-33.4642041,-70.6854876,True,1.8108298953050692
129,131,"Estación Central, Propiedad Comercial en Villa Las Rejas",Estación Central,"Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4629494,-70.70490935867974,False,0.0
130,132,"Estación Central, Estación Central",Estación Central,"Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9160002, Chile",-33.4536375,-70.6898654,True,1.7386067043713147
131,133,"Estación Central, General Velasquez/Jotabeche",Estación Central,"Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4629494,-70.70490935867974,False,0.0
132,134,"Huechuraba, Reinaldo Prado",Huechuraba,"Reinaldo Prado, Huechuraba, Provincia de Santiago, Región Metropolitana de Santiago, LAS AZUCENAS, Chile",-33.3738594,-70.6433624,True,0.9034971573155095
133,135,"Huechuraba, Alberto Undurraga",Huechuraba,"Alberto Undurraga, Condominio Terranova, Huechuraba, Provincia de Santiago, Región Metropolitana de Santiago, 8600651, Chile",-33.3568649,-70.6767993,True,3.0515513741080733
