,prop_id,address,comuna,loc_address,loc_latitude,loc_longitude,state,closest_metro,dist_closest_metro
17,18,"La Reina, Pontevedra/ Av. Vicente Pérez Rosales",La Reina,"La Reina, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4557204,-70.5353594,False,FERNANDO CASTILLO VELASCO,2.1629950938800966
18,19,"Maipú, Americo Vespucio/Primo de Rivera",Maipú,"Primo de Rivera / Vespucio, Avenida Américo Vespucio, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9250678, Chile",-33.4947158,-70.7471663,True,DEL SOL,0.7487192819447999
19,20,"La Granja, La Granja, Región Metropolitana",La Granja,"La Granja, Coronel, Villa Ignacio Serrano, La Granja, Provincia de Santiago, Región Metropolitana de Santiago, 8231472, Chile",-33.5411318,-70.6159781,True,LA GRANJA,0.009433262395998968
20,21,"Buin, Calle el bosque",Buin,"Buin, Provincia de Maipo, Región Metropolitana de Santiago, Chile",-33.7319741,-70.7419619,False,PLAZA DE PUENTE ALTO,20.475225518936274
21,22,"Colina, ¡se aceptan ofertas!/colegio san anselmo",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,LOS DOMINICOS,2588.039545902446
22,23,"Las Condes, Camino Del Observatorio/Los Pintores",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4247879,-70.51749760753927,False,LOS DOMINICOS,3.1767377998827615
23,24,"Lampa, Valle del Aconcagua",Lampa,"Pasaje Valle del Aconcagua, Villa Parque Lampa, Lampa, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2827185,-70.8823629,True,LOS LIBERTADORES,20.413633701027166
24,25,"Puente Alto, Jorge ross ossa",Puente Alto,"Avenida Jorge Ross Ossa, Barrio Holanda, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8153644, Chile",-33.5971692,-70.5976108,True,PROTECTORA DE LA INFANCIA,1.847077213702895
25,26,"Pudahuel, Casa 2 Pisos en Lomas de Lo Aguirre",Pudahuel,"Pudahuel, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4193729,-70.86335607718577,False,PUDAHUEL,11.763654364003278
26,27,"Las Condes, ing. Pedro Blanquier con La Rábida",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4247879,-70.51749760753927,False,LOS DOMINICOS,3.1767377998827615
27,28,"Colina, La Siembra con Los Nogales",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,LOS DOMINICOS,2588.039545902446
28,29,"La Cisterna, Casa con Local 140 M2 y 2 estacionamientos",La Cisterna,"La Cisterna, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.529504200000005,-70.66424867440273,False,EL PARRON,0.4229712777521749
29,30,"Quilicura, Pedro riveros/aranjuez",Quilicura,"Quilicura, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3552701,-70.7443552450391,False,LOS LIBERTADORES,5.449183381248498
30,31,"Santiago, Madrid 1414",Santiago,"1414, Madrid, Barrio Circo Matta, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8360848, Chile",-33.46212812222222,-70.6341822,True,IRARRAZAVAL,0.9385322533711256
31,32,"Santiago, Omar Herrera Gutiérrez 1642",Santiago,"Omar Herrera Gutiérrez, Condominio Las Capillas, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8150513, Chile",-33.5755629,-70.5989377,True,ELISA CORREA,1.5643341885200497
32,33,"Ñuñoa, Montenegro/Echeñique",Ñuñoa,"Montenegro / Echenique, Avenida Echeñique, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",-33.4466401,-70.5844469,True,VILLA FREI,0.9490400149890059
33,34,"Vitacura, La llaveria 1763",Vitacura,"1763, La Llavería, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 52000, Chile",-33.38045002105263,-70.54478922105264,True,LOS DOMINICOS,3.0442391212473567
34,35,"Quilicura, Villa Los Compositores",Quilicura,"Plaza de Juegos Los Compositores, Pasaje Strauss, Los Compositores, Quilicura, Provincia de Santiago, Región Metropolitana de Santiago, 8700000, Chile",-33.3609176,-70.7347547,True,LOS LIBERTADORES,4.4479844850500685
35,36,"Lo Barnechea, Camino la loica",Lo Barnechea,"Camino La Loica, Santuario del Valle, Lo Barnechea, Provincia de Santiago, Región Metropolitana de Santiago, 7700651, Chile",-33.3199046,-70.5468748,True,LOS DOMINICOS,9.760683371040555
36,37,"Santiago, Cueto con Catedral",Santiago,"Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8320000, Chile",-33.4377756,-70.6504502,False,PLAZA DE ARMAS,0.05779574455615426
37,38,"La Florida, Lo Cañas/Las Araucarias",La Florida,"La Florida, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.530816599999994,-70.54407548567474,False,TRINIDAD,4.428975022875378
38,39,"Peñalolén, Casa grande sector el valle peñalolen",Peñalolén,"Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.48622465,-70.50929029561439,False,FERNANDO CASTILLO VELASCO,5.9055194766508015
39,40,"La Florida, Rojas Magallanes / Araucania",La Florida,"La Florida, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.530816599999994,-70.54407548567474,False,TRINIDAD,4.428975022875378
40,41,"Santiago, Lomas de Eyzaguirre",Santiago,"Lomas de Eyzaguirre, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 9480018, Chile",-33.6135471,-70.5394149,True,PLAZA DE PUENTE ALTO,3.389734098801426
41,42,"Til til, Dario Ovalle/Manuel Rodriguez",Til til,"Tiltil, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.0852808,-70.9293877,False,LOS LIBERTADORES,38.54110146819065
42,43,"Colina, Chicureo Poniente, Colegio Pumahue",Colina,"Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil",-20.711443,-48.53867,False,LOS DOMINICOS,2588.039545902446
43,44,"Melipilla, Casa en Melipilla",Melipilla,"Melipilla, Provincia de Melipilla, Región Metropolitana de Santiago, Chile",-33.6855134,-71.2145796,False,PLAZA DE MAIPU,46.668085421305825
44,45,"La Florida, La Florida, Región Metropolitana",La Florida,"La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8240000, Chile",-33.5204181,-70.6006178,True,BELLAVISTA DE LA FLORIDA,0.11797211585281395
45,46,"Lo Barnechea, Cerro Punta de Damas",Lo Barnechea,"Cerro Punta de Damas, Lomas de La Dehesa, Lo Barnechea, Provincia de Santiago, Región Metropolitana de Santiago, W, Chile",-33.3453879,-70.52636,True,LOS DOMINICOS,7.148390409468651
46,47,"Lo Barnechea, Los Refugios del Arrayán",Lo Barnechea,"Condominio Los Refugios Del Arrayán, El Arrayán, Lo Barnechea, Provincia de Santiago, Región Metropolitana de Santiago, 7710240, Chile",-33.3438353,-70.4750661,True,LOS DOMINICOS,9.63999396918989
47,48,"Peñalolén, El Olivillo 5956",Peñalolén,"El Olivillo, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 7940697, Chile",-33.5075349,-70.5584684,True,LAS TORRES,2.7640889280219727
48,49,"Santiago, la foresta puente alto",Santiago,"Puente Alto, Avenida Ejército Libertador, Barrio Suiza, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8153644, Chile",-33.5913562,-70.5944307,True,PROTECTORA DE LA INFANCIA,1.3702824057646845
49,50,"Huechuraba, Avenida El Sauce 1244, Portada de Huechuraba III, Huechuraba",Huechuraba,"Huechuraba, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.365721449999995,-70.6429271186091,False,VESPUCIO NORTE,1.7357140243445708
50,51,"Maipú, Maipú, Región Metropolitana",Maipú,"Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9251542, Chile",-33.5094409,-70.756182,True,PLAZA DE MAIPU,0.16683764202401136
51,52,"Las Condes, Roncesvalles",Las Condes,"Roncesvalles, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",-33.4141521,-70.5619277,True,MANQUEHUE,0.809704435118489
52,53,"Cerro Navia, Serrano 1692",Cerro Navia,"1692, Serrano, Cerro Navia, Provincia de Santiago, Región Metropolitana de Santiago, 9090184, Chile",-33.4186311,-70.763311875,True,PUDAHUEL,3.6053254441411573
53,54,"Quinta Normal, Casa 2 Pisos en Q. Normal",Quinta Normal,"Quinta Normal, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.42827555,-70.69992761772909,False,GRUTA DE LOURDES,1.3584541712206493
54,55,"Maipú, Maipú, Región Metropolitana",Maipú,"Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9251542, Chile",-33.5094409,-70.756182,True,PLAZA DE MAIPU,0.16683764202401136
55,56,"Buin, Tulio Parra Pérez",Buin,"Tulio Parra Pérez, Cumbres de Buin, Bajos de Matte, Buin, Provincia de Maipo, Región Metropolitana de Santiago, Chile",-33.7323632,-70.7236166,True,PLAZA DE PUENTE ALTO,19.257349053938274
56,57,"Puente Alto, Las castañuelas 3535",Puente Alto,"Las Castañuelas, Villa El Almendral, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8153644, Chile",-33.6311882,-70.621771,True,PLAZA DE PUENTE ALTO,4.849466863232254
57,58,"La Reina, Julia bernstein/maria monvel",La Reina,"La Reina, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4557204,-70.5353594,False,FERNANDO CASTILLO VELASCO,2.1629950938800966
58,59,"Pudahuel, Pudahuel, Región Metropolitana",Pudahuel,"Pudahuel, Provincia de Santiago, Región Metropolitana de Santiago, 9020078, Chile",-33.4368017,-70.7517915,True,PUDAHUEL,1.3801673247512911
59,60,"Las Condes, Bocaccio/Las Condes",Las Condes,"Bocaccio / Avenida Las Condes, Avenida Las Condes, Renacimiento Italiano, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",-33.3985394,-70.5515084,True,HERNANDO DE MAGALLANES,1.1168519404402788
60,61,"Las Condes, Cam. de Las Nieves 1466",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4247879,-70.51749760753927,False,LOS DOMINICOS,3.1767377998827615
61,62,"Puente Alto, Las Perdices, Puente Alto",Puente Alto,"Depósito Alsacia Puente Alto, Bahía Inglesa, Villa Los Industriales, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8220093, Chile",-33.5616869,-70.55731809130366,True,LOS QUILLAYES,2.5871938998602864
62,63,"Quilicura, Los Apeninos con Tierra del Fuego",Quilicura,"Quilicura, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3552701,-70.7443552450391,False,LOS LIBERTADORES,5.449183381248498
63,64,"Lampa, Avenida El Rodeo 1393",Lampa,"Lampa, Puno, Perú",-15.416667,-70.583333,False,LOS LIBERTADORES,1988.4000350466263
64,65,"Santiago, Ciudad del Sol",Santiago,"Ciudad del Sol, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8151746, Chile",-33.5959995,-70.58954,True,PROTECTORA DE LA INFANCIA,1.1394676079786161
65,66,"Maipú, (YC 56743)  Los Adobes/(YC 56743) De Lo Infante",Maipú,"Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9251542, Chile",-33.5094409,-70.756182,False,PLAZA DE MAIPU,0.16683764202401136
66,67,"San Bernardo, San Bernardo",San Bernardo,"San Bernardo, Sumapaz, Cundinamarca, Colombia",4.1785583,-74.4211091,True,LOS LIBERTADORES,4174.1009014489855
67,68,"La Florida, Los clarines/las hortencias",La Florida,"La Florida, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.530816599999994,-70.54407548567474,False,TRINIDAD,4.428975022875378
68,69,"Puente Alto, Nemesio Vicuña 2504",Puente Alto,"Nemesio Vicuña, Población Nueva Esperanza, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8150000, Chile",-33.6111441,-70.5702471,True,PLAZA DE PUENTE ALTO,0.5166795703590088
69,70,"Las Condes, Mall Los Dominicos",Las Condes,"Acceso Estacionamientos Mall Plaza Los Dominicos, Colón Oriente, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7570936, Chile",-33.4165573,-70.5408898,True,LOS DOMINICOS,1.0366592281675622
70,71,"Quilicura, Quilicura, Región Metropolitana",Quilicura,"Quilicura, Provincia de Santiago, Región Metropolitana de Santiago, 8700000, Chile",-33.367767,-70.731549,True,LOS LIBERTADORES,4.096254508505572
71,72,"Pirque, Av. Virginia Subercaseaux 3600",Pirque,"Pirque, Provincia de Cordillera, Región Metropolitana de Santiago, Chile",-33.6348808,-70.5729961,False,PLAZA DE PUENTE ALTO,2.720413735499335
72,73,"San Bernardo, Villa La Campiña de Nos/ San Bernardo",San Bernardo,"San Bernardo, Rio Mayo, Nariño, Colombia",1.533534,-77.01845480416105,False,LOS LIBERTADORES,3919.78952123141
73,74,"Pudahuel, Casa 2 Pisos en Pudahuel",Pudahuel,"Pudahuel, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4193729,-70.86335607718577,False,PUDAHUEL,11.763654364003278
74,75,"Puente Alto, Profeta Exequiel, Puente Alto",Puente Alto,"Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, Chile",-33.6095279,-70.5754736,False,PLAZA DE PUENTE ALTO,0.10691729565480455
75,76,"Ñuñoa, Plaza ñuñoa",Ñuñoa,"Plaza Ñuñoa, Población Empleados Públicos y Periodistas Chile-España, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",-33.4547302,-70.59362694954845,True,CHILE-ESPAÑA,0.34538253260637275
76,77,"Puente Alto, Puente Alto, Región Metropolitana",Puente Alto,"Puente Alto, Avenida Ejército Libertador, Barrio Suiza, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8153644, Chile",-33.5913562,-70.5944307,True,PROTECTORA DE LA INFANCIA,1.3702824057646845
77,78,"San Bernardo, A 10 minutos del Mall Plaza Sur",San Bernardo,"San Bernardo, Rio Mayo, Nariño, Colombia",1.533534,-77.01845480416105,False,LOS LIBERTADORES,3919.78952123141
78,79,"La Reina, Amplia casa en venta, gran potencial.",La Reina,"La Reina, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4557204,-70.5353594,False,FERNANDO CASTILLO VELASCO,2.1629950938800966
79,80,"Santiago, Santiago, Región Metropolitana",Santiago,"San Pablo 2966 5to Piso, Santiago, Región Metropolitana, Chile, 2966, Avenida San Pablo, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8350485, Chile",-33.4354421,-70.6766162,True,QUINTA NORMAL,0.6433057056402597
80,81,"La Florida, Av. La florida/san josé de la estrella/cementerio parque el prado",La Florida,"La Florida, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.530816599999994,-70.54407548567474,False,TRINIDAD,4.428975022875378
81,82,"Ñuñoa, ¡Mira esto!  Rosita Renard.",Ñuñoa,"Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4543304,-70.60058198319726,False,CHILE-ESPAÑA,0.31766932569947864
82,83,"Conchalí, Casa esquina en Avenida / 180 m2 / 4 dormitorios / 2 baños",Conchalí,"Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3843238,-70.67473455935627,False,VIVACETA,0.4533231667971888
83,84,"San Miguel, San Miguel, Región Metropolitana",San Miguel,"San Miguel, Gran Avenida José Miguel Carrera, San Miguel, Provincia de Santiago, Región Metropolitana de Santiago, 8910183, Chile",-33.4887135,-70.6510759,True,SAN MIGUEL,0.04784753228080031
84,85,"Santiago, Ciudad del Niño",Santiago,"Ciudad del Niño, Gran Avenida José Miguel Carrera, San Miguel, Provincia de Santiago, Región Metropolitana de Santiago, 7980008, Chile",-33.5095426,-70.6566393,True,CIUDAD DEL NIÑO,0.0077481732858126
85,86,"Ñuñoa, casa habitacional con patente oficina",Ñuñoa,"Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4543304,-70.60058198319726,False,CHILE-ESPAÑA,0.31766932569947864
86,87,"Vitacura, Santa María de Manquehue/Parque Antonio Rabat",Vitacura,"Avenida Parque Antonio Rabat Sur, Parque Carolina Rabat, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7660253, Chile",-33.3715249,-70.5784012,True,MANQUEHUE,4.267750178143494
87,88,"La Cisterna, Avenida Fernandez Albano",La Cisterna,"Avenida Fernández Albano, La Cisterna, Provincia de Santiago, Región Metropolitana de Santiago, 7980008, Chile",-33.5242993,-70.6561652,True,EL PARRON,0.546764825315736
88,89,"Santiago, Los Castaños",Santiago,"Los Castaños, Parque Residencial Monteandino, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8220093, Chile",-33.5916389,-70.524203,True,LAS MERCEDES,5.0571722740742295
89,90,"Puente Alto, Las vizcachas, monte andino",Puente Alto,"Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, Chile",-33.6095279,-70.5754736,False,PLAZA DE PUENTE ALTO,0.10691729565480455
90,91,"Puente Alto, Puente Alto, Región Metropolitana",Puente Alto,"Puente Alto, Avenida Ejército Libertador, Barrio Suiza, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8153644, Chile",-33.5913562,-70.5944307,True,PROTECTORA DE LA INFANCIA,1.3702824057646845
91,92,"Peñaflor, Psje Las Taguas con 21 de Mayo",Peñaflor,"Peñaflor, Sevilla, Andalucía, España",37.7084447,-5.3457347,False,LOS DOMINICOS,10368.640618653786
92,93,"Buin, Detective Vicente Bourguett Chaverini",Buin,"Buin, Provincia de Maipo, Región Metropolitana de Santiago, Chile",-33.7319741,-70.7419619,False,PLAZA DE PUENTE ALTO,20.475225518936274
93,94,"La Florida, Los Tulipanes / Las Magnolias",La Florida,"La Florida, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.530816599999994,-70.54407548567474,False,TRINIDAD,4.428975022875378
94,95,"Las Condes, Las Condes, Región Metropolitana",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",-33.4084548,-70.5671489,True,MANQUEHUE,0.11075512697469404
95,96,"Colina, Estancia Liray, Colina",Colina,"Camino Viejo a Colina, Estancia Liray, San Miguel, Colina, Provincia de Chacabuco, Región Metropolitana de Santiago, Chile",-33.2136511,-70.685356,True,LOS LIBERTADORES,17.02431390759666
96,97,"Las Condes, Cuarto Centenario",Las Condes,"Avenida Cuarto Centenario, La Reina, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7570936, Chile",-33.4290164,-70.5414598,True,LOS DOMINICOS,2.3665376422790065
97,98,"La Cisterna, (YC 56608) Gral Freire/(YC 56608) Fernando Rioja",La Cisterna,"La Cisterna, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.529504200000005,-70.66424867440273,False,EL PARRON,0.4229712777521749
98,99,"La Florida, De Los Barbechos 9071",La Florida,"La Florida, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.530816599999994,-70.54407548567474,False,TRINIDAD,4.428975022875378
99,100,"Lo Barnechea, Las lomas de la dehesa",Lo Barnechea,"Lo Barnechea, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.2935888,-70.39035501440654,False,LOS DOMINICOS,19.18722606594324
100,101,"Santiago, Av. San carlos",Santiago,"Avenida San Carlos, Monteandino 2, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8220093, Chile",-33.5912104,-70.5409196,True,LAS MERCEDES,3.5638966161510246
101,102,"El Bosque, Francisco de Camargo esquina Lo Blanco",El Bosque,"El Bosque, Chiapas, México",17.0247264,-92.74723009318356,False,LOS LIBERTADORES,6049.388115283039
102,103,"Las Condes, Las Condes, Región Metropolitana",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",-33.4084548,-70.5671489,True,MANQUEHUE,0.11075512697469404
103,104,"Maipú, Avenida El Rosal",Maipú,"Avenida El Rosal, Santa María de Maipú, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9250678, Chile",-33.4897141,-70.7757485,True,SANTIAGO BUERAS,1.8575043189743308
104,105,"La Reina, Álvaro Casanova // Talinay",La Reina,"Talinay / Álvaro Casanova, Álvaro Casanova, La Reina, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 7860379, Chile",-33.4592981,-70.5231714,True,FERNANDO CASTILLO VELASCO,3.3535317457211873
105,106,"El Bosque, Av. Lo Martínez 960",El Bosque,"960, Avenida Lo Martínez, Condominio Bicentenario del Bosque, El Bosque, Provincia de Santiago, Región Metropolitana de Santiago, 8010000, Chile",-33.572967649999995,-70.66397119999999,True,SAN RAMON,3.8418178087065784
106,107,"Macul, Americo Vespucio/San Vicente de Paul",Macul,"Macul, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.49194265,-70.59973215756841,False,LAS TORRES,1.4612949816661576
107,108,"Puente Alto, Puente Alto, Región Metropolitana",Puente Alto,"Puente Alto, Avenida Ejército Libertador, Barrio Suiza, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8153644, Chile",-33.5913562,-70.5944307,True,PROTECTORA DE LA INFANCIA,1.3702824057646845
108,109,"Santiago, Pukara de Lasana",Santiago,"Pukará de Lasana, Barrio Terrandina, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8220093, Chile",-33.5891724,-70.5468771,True,PROTECTORA DE LA INFANCIA,3.056207572051439
109,110,"La Florida, Santa marta/trinidad oriente",La Florida,"La Florida, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.530816599999994,-70.54407548567474,False,TRINIDAD,4.428975022875378
110,111,"Las Condes, Casa en Alejandro Fleming",Las Condes,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4247879,-70.51749760753927,False,LOS DOMINICOS,3.1767377998827615
111,112,"El Bosque, Pje. Uno 158",El Bosque,"El Bosque, Chiapas, México",17.0247264,-92.74723009318356,False,LOS LIBERTADORES,6049.388115283039
112,113,"Maipú, Las tinajas/san josé",Maipú,"Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9251542, Chile",-33.5094409,-70.756182,False,PLAZA DE MAIPU,0.16683764202401136
113,114,"Ñuñoa, Ñuñoa, Región Metropolitana",Ñuñoa,"Ñuñoa, Avenida Irarrázaval, Población Empleados Públicos y Periodistas Chile-España, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",-33.4541894,-70.604972,True,ÑUÑOA L3,0.05140993088662229
114,115,"Puente Alto, Lomas del Viento 216",Puente Alto,"Lomas del Viento, Lomas de Eyzaguirre, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 9480018, Chile",-33.6151529,-70.5363892,True,PLAZA DE PUENTE ALTO,3.690039073893341
115,116,"San Bernardo, A 5 minutos del Mall Plaza Sur",San Bernardo,"San Bernardo, Rio Mayo, Nariño, Colombia",1.533534,-77.01845480416105,False,LOS LIBERTADORES,3919.78952123141
116,117,"Santiago, Portezuelo del Volcán",Santiago,"Portezuelo del Volcán, Parque Alto II, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8220093, Chile",-33.5881402,-70.5324748,True,PROTECTORA DE LA INFANCIA,4.396117786861273
117,118,"Maipú, German Garcés",Maipú,"Germán Garcés, Villa El Arrayán, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9252307, Chile",-33.5261248,-70.7831583,True,PLAZA DE MAIPU,2.9555357303637715
